status	dabs_path	tf_resource	tf_path
tf_only	?	databricks_model_serving	provider_config.workspace_id
tf_only	?	databricks_model_serving	serving_endpoint_id
match	resources.model_serving_endpoints.*.ai_gateway	databricks_model_serving	ai_gateway
match	resources.model_serving_endpoints.*.ai_gateway.fallback_config	databricks_model_serving	ai_gateway.fallback_config
match	resources.model_serving_endpoints.*.ai_gateway.fallback_config.enabled	databricks_model_serving	ai_gateway.fallback_config.enabled
match	resources.model_serving_endpoints.*.ai_gateway.guardrails	databricks_model_serving	ai_gateway.guardrails
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input	databricks_model_serving	ai_gateway.guardrails.input
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input.invalid_keywords[*]	databricks_model_serving	ai_gateway.guardrails.input.invalid_keywords
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input.pii	databricks_model_serving	ai_gateway.guardrails.input.pii
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input.pii.behavior	databricks_model_serving	ai_gateway.guardrails.input.pii.behavior
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input.safety	databricks_model_serving	ai_gateway.guardrails.input.safety
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.input.valid_topics[*]	databricks_model_serving	ai_gateway.guardrails.input.valid_topics
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output	databricks_model_serving	ai_gateway.guardrails.output
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output.invalid_keywords[*]	databricks_model_serving	ai_gateway.guardrails.output.invalid_keywords
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output.pii	databricks_model_serving	ai_gateway.guardrails.output.pii
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output.pii.behavior	databricks_model_serving	ai_gateway.guardrails.output.pii.behavior
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output.safety	databricks_model_serving	ai_gateway.guardrails.output.safety
match	resources.model_serving_endpoints.*.ai_gateway.guardrails.output.valid_topics[*]	databricks_model_serving	ai_gateway.guardrails.output.valid_topics
match	resources.model_serving_endpoints.*.ai_gateway.inference_table_config	databricks_model_serving	ai_gateway.inference_table_config
match	resources.model_serving_endpoints.*.ai_gateway.inference_table_config.catalog_name	databricks_model_serving	ai_gateway.inference_table_config.catalog_name
match	resources.model_serving_endpoints.*.ai_gateway.inference_table_config.enabled	databricks_model_serving	ai_gateway.inference_table_config.enabled
match	resources.model_serving_endpoints.*.ai_gateway.inference_table_config.schema_name	databricks_model_serving	ai_gateway.inference_table_config.schema_name
match	resources.model_serving_endpoints.*.ai_gateway.inference_table_config.table_name_prefix	databricks_model_serving	ai_gateway.inference_table_config.table_name_prefix
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*]	databricks_model_serving	ai_gateway.rate_limits
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*].calls	databricks_model_serving	ai_gateway.rate_limits.calls
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*].key	databricks_model_serving	ai_gateway.rate_limits.key
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*].principal	databricks_model_serving	ai_gateway.rate_limits.principal
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*].renewal_period	databricks_model_serving	ai_gateway.rate_limits.renewal_period
match	resources.model_serving_endpoints.*.ai_gateway.rate_limits[*].tokens	databricks_model_serving	ai_gateway.rate_limits.tokens
match	resources.model_serving_endpoints.*.ai_gateway.usage_tracking_config	databricks_model_serving	ai_gateway.usage_tracking_config
match	resources.model_serving_endpoints.*.ai_gateway.usage_tracking_config.enabled	databricks_model_serving	ai_gateway.usage_tracking_config.enabled
match	resources.model_serving_endpoints.*.budget_policy_id	databricks_model_serving	budget_policy_id
match	resources.model_serving_endpoints.*.config	databricks_model_serving	config
match	resources.model_serving_endpoints.*.config.auto_capture_config	databricks_model_serving	config.auto_capture_config
match	resources.model_serving_endpoints.*.config.auto_capture_config.catalog_name	databricks_model_serving	config.auto_capture_config.catalog_name
match	resources.model_serving_endpoints.*.config.auto_capture_config.enabled	databricks_model_serving	config.auto_capture_config.enabled
match	resources.model_serving_endpoints.*.config.auto_capture_config.schema_name	databricks_model_serving	config.auto_capture_config.schema_name
match	resources.model_serving_endpoints.*.config.auto_capture_config.table_name_prefix	databricks_model_serving	config.auto_capture_config.table_name_prefix
match	resources.model_serving_endpoints.*.config.served_entities[*]	databricks_model_serving	config.served_entities
match	resources.model_serving_endpoints.*.config.served_entities[*].burst_scaling_enabled	databricks_model_serving	config.served_entities.burst_scaling_enabled
match	resources.model_serving_endpoints.*.config.served_entities[*].entity_name	databricks_model_serving	config.served_entities.entity_name
match	resources.model_serving_endpoints.*.config.served_entities[*].entity_version	databricks_model_serving	config.served_entities.entity_version
match	resources.model_serving_endpoints.*.config.served_entities[*].environment_vars	databricks_model_serving	config.served_entities.environment_vars
match	resources.model_serving_endpoints.*.config.served_entities[*].environment_vars.*	databricks_model_serving	config.served_entities.environment_vars.*
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model	databricks_model_serving	config.served_entities.external_model
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.ai21labs_config	databricks_model_serving	config.served_entities.external_model.ai21labs_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.ai21labs_config.ai21labs_api_key	databricks_model_serving	config.served_entities.external_model.ai21labs_config.ai21labs_api_key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.ai21labs_config.ai21labs_api_key_plaintext	databricks_model_serving	config.served_entities.external_model.ai21labs_config.ai21labs_api_key_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.aws_access_key_id	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.aws_access_key_id
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.aws_access_key_id_plaintext	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.aws_access_key_id_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.aws_region	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.aws_region
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.aws_secret_access_key	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.aws_secret_access_key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.aws_secret_access_key_plaintext	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.aws_secret_access_key_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.bedrock_provider	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.bedrock_provider
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.amazon_bedrock_config.instance_profile_arn	databricks_model_serving	config.served_entities.external_model.amazon_bedrock_config.instance_profile_arn
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.anthropic_config	databricks_model_serving	config.served_entities.external_model.anthropic_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.anthropic_config.anthropic_api_key	databricks_model_serving	config.served_entities.external_model.anthropic_config.anthropic_api_key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.anthropic_config.anthropic_api_key_plaintext	databricks_model_serving	config.served_entities.external_model.anthropic_config.anthropic_api_key_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.cohere_config	databricks_model_serving	config.served_entities.external_model.cohere_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.cohere_config.cohere_api_base	databricks_model_serving	config.served_entities.external_model.cohere_config.cohere_api_base
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.cohere_config.cohere_api_key	databricks_model_serving	config.served_entities.external_model.cohere_config.cohere_api_key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.cohere_config.cohere_api_key_plaintext	databricks_model_serving	config.served_entities.external_model.cohere_config.cohere_api_key_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config	databricks_model_serving	config.served_entities.external_model.custom_provider_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.api_key_auth	databricks_model_serving	config.served_entities.external_model.custom_provider_config.api_key_auth
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.api_key_auth.key	databricks_model_serving	config.served_entities.external_model.custom_provider_config.api_key_auth.key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.api_key_auth.value	databricks_model_serving	config.served_entities.external_model.custom_provider_config.api_key_auth.value
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.api_key_auth.value_plaintext	databricks_model_serving	config.served_entities.external_model.custom_provider_config.api_key_auth.value_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.bearer_token_auth	databricks_model_serving	config.served_entities.external_model.custom_provider_config.bearer_token_auth
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.bearer_token_auth.token	databricks_model_serving	config.served_entities.external_model.custom_provider_config.bearer_token_auth.token
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.bearer_token_auth.token_plaintext	databricks_model_serving	config.served_entities.external_model.custom_provider_config.bearer_token_auth.token_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.custom_provider_config.custom_provider_url	databricks_model_serving	config.served_entities.external_model.custom_provider_config.custom_provider_url
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.databricks_model_serving_config	databricks_model_serving	config.served_entities.external_model.databricks_model_serving_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.databricks_model_serving_config.databricks_api_token	databricks_model_serving	config.served_entities.external_model.databricks_model_serving_config.databricks_api_token
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.databricks_model_serving_config.databricks_api_token_plaintext	databricks_model_serving	config.served_entities.external_model.databricks_model_serving_config.databricks_api_token_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.databricks_model_serving_config.databricks_workspace_url	databricks_model_serving	config.served_entities.external_model.databricks_model_serving_config.databricks_workspace_url
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.google_cloud_vertex_ai_config	databricks_model_serving	config.served_entities.external_model.google_cloud_vertex_ai_config
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.google_cloud_vertex_ai_config.private_key	databricks_model_serving	config.served_entities.external_model.google_cloud_vertex_ai_config.private_key
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.google_cloud_vertex_ai_config.private_key_plaintext	databricks_model_serving	config.served_entities.external_model.google_cloud_vertex_ai_config.private_key_plaintext
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.google_cloud_vertex_ai_config.project_id	databricks_model_serving	config.served_entities.external_model.google_cloud_vertex_ai_config.project_id
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.google_cloud_vertex_ai_config.region	databricks_model_serving	config.served_entities.external_model.google_cloud_vertex_ai_config.region
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.name	databricks_model_serving	config.served_entities.external_model.name
match	resources.model_serving_endpoints.*.config.served_entities[*].external_model.openai_config	databricks_model_serving	config.served_entities.external_model.openai_config
